,key,label,description,parent_category,meta_label,ld
41,42,Bien común,"Es el fin del Estado, de acuerdo a lo dispuesto en la Constitución. En el art. 1, inc. 4° se establece que el “Estado está al servicio de la persona humana y su finalidad es promover el bien común, para lo cual debe contribuir a crear las condiciones sociales que permitan a todos y a cada uno de los integrantes de la comunidad nacional su mayor realización espiritual y material posible, con pleno respeto a los derechos y garantías que esta Constitución establece” (énfasis agregado).",,NC-DCC,"Bien común - Es el fin del Estado, de acuerdo a lo dispuesto en la Constitución. En el art. 1, inc. 4° se establece que el “Estado está al servicio de la persona humana y su finalidad es promover el bien común, para lo cual debe contribuir a crear las condiciones sociales que permitan a todos y a cada uno de los integrantes de la comunidad nacional su mayor realización espiritual y material posible, con pleno respeto a los derechos y garantías que esta Constitución establece” (énfasis agregado)."
42,43,Bienes comunes a todos los hombres,Son aquellos bienes no susceptibles de apropiación y cuyo uso es común a todos los seres humanos (res comunes omnium).,,NC-DCC,Bienes comunes a todos los hombres - Son aquellos bienes no susceptibles de apropiación y cuyo uso es común a todos los seres humanos (res comunes omnium).
43,44,Bienes corporales e incorporales,"Véase “Derecho de propiedad” [Es la facultad de usar, gozar y disponer de toda clase de bienes corporales e incorporales en el marco de las limitaciones legales derivadas de su función social.].",,NC-DCC,"Bienes corporales e incorporales - Véase “Derecho de propiedad” [Es la facultad de usar, gozar y disponer de toda clase de bienes corporales e incorporales en el marco de las limitaciones legales derivadas de su función social.]."
44,45,Bienes de identificación local/regional,"Bienes muebles o inmuebles que presenten una clara identificación local o regional y que son susceptibles de ser gravados por tributos que se destinen al financiamiento de obras de desarrollo regional. La aplicación de este gravamen es de atribución de las municipalidades y del gobierno regional (art. 5 letra h) LOC MUN; art. 20, letra i) LOC GAR).",,NC-DCC,"Bienes de identificación local/regional - Bienes muebles o inmuebles que presenten una clara identificación local o regional y que son susceptibles de ser gravados por tributos que se destinen al financiamiento de obras de desarrollo regional. La aplicación de este gravamen es de atribución de las municipalidades y del gobierno regional (art. 5 letra h) LOC MUN; art. 20, letra i) LOC GAR)."
45,46,Bienes del estado,"La ley define a los bienes del Estado– o bienes fiscales– como aquellos bienes nacionales “cuyo uso no pertenece generalmente a los habitantes” (art. 589, inc. final CC; véase “Bienes nacionales de uso público”). Se trata de una especie de bienes nacionales en los cuales su uso y goce no pertenece a todos los habitantes de la Nación, sino sólo a los organismos que forman parte del Estado y sus funcionarios.",,NC-DCC,"Bienes del estado - La ley define a los bienes del Estado– o bienes fiscales– como aquellos bienes nacionales “cuyo uso no pertenece generalmente a los habitantes” (art. 589, inc. final CC; véase “Bienes nacionales de uso público”). Se trata de una especie de bienes nacionales en los cuales su uso y goce no pertenece a todos los habitantes de la Nación, sino sólo a los organismos que forman parte del Estado y sus funcionarios."
46,47,Bienes nacionales de uso público,"Aquellos cuyo dominio y uso pertenece a todos los habitantes de la Nación, como calles, plazas, puentes, caminos, el mar adyacente y sus playas (art. 589 CC). Están destinados al disfrute, amplio y anónimo, de grupos e individuos, y constituyen bienes exceptuados de la libre adquisición del dominio garantizada constitucionalmente (véase “Libertad de adquisición del dominio”).",,NC-DCC,"Bienes nacionales de uso público - Aquellos cuyo dominio y uso pertenece a todos los habitantes de la Nación, como calles, plazas, puentes, caminos, el mar adyacente y sus playas (art. 589 CC). Están destinados al disfrute, amplio y anónimo, de grupos e individuos, y constituyen bienes exceptuados de la libre adquisición del dominio garantizada constitucionalmente (véase “Libertad de adquisición del dominio”)."
47,48,Bienes que pertenecen a la nación toda,Expresión que utiliza la Constitución para los bienes nacionales de uso público. Véase “Bienes nacionales de uso público”.,,NC-DCC,Bienes que pertenecen a la nación toda - Expresión que utiliza la Constitución para los bienes nacionales de uso público. Véase “Bienes nacionales de uso público”.
48,49,Buen comportanmiento,"Requisito de permanencia en el cargo judicial cuyo incumplimiento constituye una causal especial de remoción de los jueces (art. 80, inc. 1° y 3°).",,NC-DCC,"Buen comportanmiento - Requisito de permanencia en el cargo judicial cuyo incumplimiento constituye una causal especial de remoción de los jueces (art. 80, inc. 1° y 3°)."
49,50,Buena fe,"En el ámbito del Derecho constitucional, es el principio que protege la honesta conducta en el legítimo ejercicio de los derechos fundamentales y en el respeto y recto ejercicio de las competencias institucionales.",,NC-DCC,"Buena fe - En el ámbito del Derecho constitucional, es el principio que protege la honesta conducta en el legítimo ejercicio de los derechos fundamentales y en el respeto y recto ejercicio de las competencias institucionales."
50,51,Buenas costumbres,El concepto de buenas costumbres es un concepto jurídico indeterminado que emplea la Constitución en relación a los límites de ciertos derechos. Por buenas costumbres se entiende un ámbito de la moralidad pública que dice relación con los modos y formas de convivencia social imperantes en un momento histórico determinado.,,NC-DCC,Buenas costumbres - El concepto de buenas costumbres es un concepto jurídico indeterminado que emplea la Constitución en relación a los límites de ciertos derechos. Por buenas costumbres se entiende un ámbito de la moralidad pública que dice relación con los modos y formas de convivencia social imperantes en un momento histórico determinado.
51,52,Calificación cinematográfica,"Es el sistema que clasifica por edades las producciones cinematográficas “propendiendo siempre a la protección de la infancia y la adolescencia y a su desarrollo psicológico y social” (art. 1, L. 19.846).",,NC-DCC,"Calificación cinematográfica - Es el sistema que clasifica por edades las producciones cinematográficas “propendiendo siempre a la protección de la infancia y la adolescencia y a su desarrollo psicológico y social” (art. 1, L. 19.846)."
52,53,Cámara de diputados,"Corporación integrada por miembros elegidos en votación directa, que forma parte del Congreso Nacional (véase “Congreso Nacional”), concurre a la formación de las leyes, y particularmente, lleva a cabo la función fiscalizadora de los actos del Gobierno. La Constitución mandata a la ley orgánica respectiva determinar el número de diputados, los distritos electorales y la forma de su elección (art. 47). La denominación Cámara de Diputados ha regido en nuestro país desde la Constitución de 1822 (art. 17), 1828 (art. 23), 1833 (art. 13) y 1925 (art. 24).",,NC-DCC,"Cámara de diputados - Corporación integrada por miembros elegidos en votación directa, que forma parte del Congreso Nacional (véase “Congreso Nacional”), concurre a la formación de las leyes, y particularmente, lleva a cabo la función fiscalizadora de los actos del Gobierno. La Constitución mandata a la ley orgánica respectiva determinar el número de diputados, los distritos electorales y la forma de su elección (art. 47). La denominación Cámara de Diputados ha regido en nuestro país desde la Constitución de 1822 (art. 17), 1828 (art. 23), 1833 (art. 13) y 1925 (art. 24)."
53,54,Cámara de origen,Corresponde a la Cámara del Congreso Nacional por la cual se comienza la indistinta y obligatoria tramitación de un proyecto de ley dependiendo de su materia y de quién adopta la iniciativa (véase “Formación de la ley”).,,NC-DCC,Cámara de origen - Corresponde a la Cámara del Congreso Nacional por la cual se comienza la indistinta y obligatoria tramitación de un proyecto de ley dependiendo de su materia y de quién adopta la iniciativa (véase “Formación de la ley”).
